id,hsk_level,word,pinyin,pos_zh,pos_en,pos_th,trans_en,trans_th,example_zh,example_th,example_en
539,3,不但,búdàn,连,conj.,คำสันธาน,not only,ไม่เพียงแต่,他努力，不但成功了。,เขาพยายาม ไม่เพียงแต่ ก็สำเร็จ,"He worked hard, not only succeeded."
540,3,不见,bújiàn,动,v.,กริยา,not to see; not to meet,ไม่เห็น,他不见了。,เขาไม่เห็นแล้ว,He not to see.
541,3,不久,bùjiǔ,形,adj.,คำคุณศัพท์,not long; before too long,ไม่นาน / เร็วๆ นี้,这个很不久。,อันนี้ไม่นานมาก,This is very not long.
542,3,不行,bùxíng,动、形,v. / adj.,กริยา / คำคุณศัพท์,won't do; be out of the question,ไม่ได้ / ใช้ไม่ได้,这个很不行。,อันนี้ไม่ได้มาก,This is very won't do.
543,3,不用,búyòng,副,adv.,กริยาช่วย (modal verb),need not,ไม่จำเป็น,他不用努力学习。,เขาไม่จำเป็นตั้งใจเรียน,He need nots.
544,3,才1,cái,副,adv.,คำวิเศษณ์,only then; just,เพิ่งจะ / ถึงจะ,他才1努力学习。,เขาเพิ่งจะตั้งใจเรียน,He only thens.
545,3,菜单,càidān,名,n.,คำนาม,menu,เมนู,这是菜单。,นี่คือเมนู,This is menu.
546,3,参加,cānjiā,动,v.,กริยา,to participate; to join,เข้าร่วม,他参加了。,เขาเข้าร่วมแล้ว,He participates.
547,3,草,cǎo,名,n.,คำนาม,grass; straw,หญ้า,这是草。,นี่คือหญ้า,This is grass.
548,3,草地,cǎodì,名,n.,คำนาม,lawn; meadow,ทุ่งหญ้า,这是草地。,นี่คือทุ่งหญ้า,This is lawn.
549,3,层,céng,量,meas.,ลักษณนาม,layer; stratum,ชั้น,请给我一层。,กรุณาให้ฉันหนึ่งชั้น,Please give me one layer.
550,3,查,chá,动,v.,กริยา,to check; to look up,ตรวจสอบ / ค้นหา,他查了。,เขาตรวจสอบแล้ว,He checks.
551,3,差,chà,形、动,v. / adj.,คำคุณศัพท์ / กริยา,difference; discrepancy,ความแตกต่าง,这个很差。,อันนี้ความแตกต่างมาก,This is very difference.
552,3,差不多,chàbuduō,形、副,adv.,คำคุณศัพท์ / คำวิเศษณ์,almost; about the same,เกือบ / ประมาณเท่ากัน,他差不多努力学习。,เขาเกือบตั้งใจเรียน,He almosts.
553,3,尝,cháng,动,v.,กริยา,to taste; to try,ลอง / ชิม,他尝了。,เขาลองแล้ว,He tastes.
554,3,常,cháng,副,adv.,คำวิเศษณ์,always; ever,บ่อยครั้ง,他常努力学习。,เขาบ่อยครั้งตั้งใจเรียน,He alwayss.
555,3,常见,cháng jiàn,jiàn,adj.,jiàn,common; frequently seen,พบบ่อย / ธรรมดา,这个很常见。,อันนี้พบบ่อยมาก,This is very common.
556,3,常用,cháng yòng,-,-,-,in common usage,ใช้กันทั่วไป,这是常用。,นี่คือใช้กันทั่วไป,This is in common usage.
557,3,常常,chángcháng,副,adv.,คำวิเศษณ์,frequently; often,บ่อย,他常常努力学习。,เขาบ่อยตั้งใจเรียน,He frequentlys.
558,3,成绩,chéngjì,名,n.,คำนาม,achievement; performance records,คะแนน,这是成绩。,นี่คือคะแนน,This is achievement.
559,3,城市,chéngshì,名,n.,คำนาม,city; town,เมือง,这是城市。,นี่คือเมือง,This is city.
560,3,衬衫,chènshān,名,n.,คำนาม,shirt; blouse,เสื้อ,这是衬衫。,นี่คือเสื้อ,This is shirt.
561,3,迟到,chídào,动,v.,กริยา,to arrive late,มาสาย,他迟到了。,เขามาสายแล้ว,He arrive late.
562,3,船,chuán,名,n.,คำนาม,boat; vessel,เรือ,这是船。,นี่คือเรือ,This is boat.
563,3,出发,chūfā,动,v.,กริยา,to set off; to depart,ออกเดินทาง,他出发了。,เขาออกเดินทางแล้ว,He set off.
564,3,除了,chúle,介,prep.,คำบุพบท,besides; apart from,นอกเหนือจาก,他除了北京来。,เขามานอกเหนือจากปักกิ่ง,He comes besides Beijing.
565,3,春天,chūntiān,名,n.,คำนาม,spring,ฤดูใบไม้ผลิ,这是春天。,นี่คือฤดูใบไม้ผลิ,This is spring.
566,3,出生,chūshēng,动,v.,กริยา,to be born,เกิด,他出生了。,เขาเกิดแล้ว,He be born.
567,3,出院,chūyuàn,动,v.,กริยา,to leave hospital; to be discharged from hospital,ออกจากโรงพยาบาลแล้ว,他出院了。,เขาออกจากโรงพยาบาลแล้วแล้ว,He leave hospital.
568,3,初中,chūzhōng,名,n.,คำนาม,junior high school,โรงเรียนมัธยมต้น,这是初中。,นี่คือโรงเรียนมัธยมต้น,This is junior high school.
569,3,词典,cídiǎn,名,n.,คำนาม,dictionary; also written 辭典|辞典,พจนานุกรม,这是词典。,นี่คือพจนานุกรม,This is dictionary.
570,3,聪明,cōngmíng,形,adj.,คำคุณศัพท์,intelligent; clever,ฉลาด,这个很聪明。,อันนี้ฉลาดมาก,This is very intelligent.
571,3(6),大概,dàgài,形、副、（名）,n. / adj. / adv.,คำคุณศัพท์ / คำวิเศษณ์ / (คำนาม),roughly; probably,บางที,这个很大概。,อันนี้บางทีมาก,This is very roughly.
572,3(5),带,dài,动、（名）,n. / v.,กริยา / (คำนาม),band; belt,นำมา,他带了。,เขานำมาแล้ว,He band.
573,3,蛋糕,dàngāo,名,n.,คำนาม,cake,เค้ก,这是蛋糕。,นี่คือเค้ก,This is cake.
574,3,当然,dāngrán,副,adv.,คำวิเศษณ์,only natural; as it should be,แน่นอน,他当然努力学习。,เขาแน่นอนตั้งใจเรียน,He only naturals.
575,3,担心,dānxīn,动,v.,กริยา,anxious; worried,กังวล,他担心了。,เขากังวลแล้ว,He anxious.
576,3,到处,dàochù,副,adv.,คำวิเศษณ์,everywhere,ทุกที่,他到处努力学习。,เขาทุกที่ตั้งใจเรียน,He everywheres.
577,3,大人,dàren,名,n.,คำนาม,adult; grownup,ผู้ใหญ่,这是大人。,นี่คือผู้ใหญ่,This is adult.
578,3,打扫,dǎsǎo,动,v.,กริยา,to clean; to sweep,ทำความสะอาด,他打扫了。,เขาทำความสะอาดแล้ว,He cleans.
579,3,打算,dǎsuàn,动、名,n. / v.,กริยา / คำนาม,to plan; to intend,ตั้งใจ,他打算了。,เขาตั้งใจแล้ว,He plans.
580,3,大小,dàxiǎo,名,n.,คำนาม,dimension; magnitude,ขนาด,这是大小。,นี่คือขนาด,This is dimension.
581,3,大熊猫,dàxióngmāo,名,n.,คำนาม,giant panda,แพนด้ายักษ์,这是大熊猫。,นี่คือแพนด้ายักษ์,This is giant panda.
582,3,大衣,dàyī,名,n.,คำนาม,overcoat; topcoat,เสื้อโค้ท,这是大衣。,นี่คือเสื้อโค้ท,This is overcoat.
583,3,得,dé,动,v.,กริยาช่วย (modal verb),to obtain; to get; OK,ได้ / โอเค,他跑得很快。,เขาวิ่งเร็วมาก,He runs very fast.
584,3,得到,dédào,动,v.,กริยา,to get; to obtain,ได้รับ / ได้มา,他得到了。,เขาได้รับแล้ว,He gets.
585,3,得分,défēn,动、名,n. / v.,กริยา / คำนาม,to score,คะแนน,他得分了。,เขาคะแนนแล้ว,He scores.
586,3,的话,dehuà,助,part.,อนุภาค (คำช่วยทางไวยากรณ์),if,ถ้า,这个词是语法词。,คำว่า ถ้า เป็นคำไวยากรณ์,The word is a grammatical word.
587,3,得,děi,动,v.,กริยาช่วย (modal verb),must; to need to,ต้อง / จำเป็นต้อง,他跑得很快。,เขาวิ่งเร็วมาก,He runs very fast.
588,3,灯,dēng,名,n.,คำนาม,lamp; light,โคมไฟ,这是灯。,นี่คือโคมไฟ,This is lamp.
589,3,地,dì,名,part.,คำนาม,adverbial particle,(อนุภาคกริยาวิเศษณ์),他高兴地笑了。,เขายิ้มอย่างมีความสุข,He smiled happily.
590,3(5),电,diàn,名、（动）,n. / v.,คำนาม / (กริยา),lightning; electricity,ไฟฟ้า,他电了。,เขาไฟฟ้าแล้ว,He lightning.
591,3,电梯,diàntī,名,n.,คำนาม,elevator; escalator,ลิฟต์,这是电梯。,นี่คือลิฟต์,This is elevator.
592,3,电子书,diànzǐshū,名,n.,คำนาม,electronic book; e-book,อีบุ๊ก,这是电子书。,นี่คืออีบุ๊ก,This is electronic book.
593,3,地点,dìdiǎn,名,n.,คำนาม,location; place,สถานที่ / จุด,这是地点。,นี่คือสถานที่,This is location.
594,3,地方,dìfang,名,n.,คำนาม,place,สถานที่,这是地方。,นี่คือสถานที่,This is place.
